chr	windowStart	windowEnd	D	f_d	f_dM
chr3L	810336	811451	-0.496568	-0.629497	-0.148811
chr3L	811470	812546	-0.125155	-0.276764	-0.155258
chr3L	812598	814172	-0.143789	-0.228834	-0.082888
chr3L	814176	815344	-0.228181	-0.131570	-0.068704
chr3L	815402	816457	-0.354186	-1.364417	-0.263923
chr3L	816466	817243	-0.502547	-1.747120	-0.386255
chr3L	817261	817888	0.053752	0.103396	0.045527
chr3L	817962	819197	-0.035821	-0.066977	-0.028311
chr3L	819204	819758	0.580774	0.679125	0.586986
chr3L	819759	820579	-0.025456	-0.116491	-0.029538
chr3L	820596	821517	0.175267	0.301532	0.155366
chr3L	821547	822091	-0.045620	-0.073397	-0.046500
chr3L	822095	822649	0.110119	0.161826	0.126748
chr3L	822701	823349	0.128818	0.196800	0.102005
chr3L	823437	824168	0.012160	0.026754	0.012795
chr3L	824196	824758	0.006858	0.007774	0.006321
chr3L	824769	825534	-0.051214	-0.089054	-0.061961
chr3L	825557	826323	-0.241575	-3.821194	-0.347083
chr3L	826336	826937	0.066321	0.164521	0.103234
chr3L	826969	827399	0.036160	0.174264	0.050797
chr3L	827400	828004	0.165037	0.263389	0.145480
chr3L	828019	828958	0.250731	0.381278	0.272442
chr3L	829042	829669	-0.166619	-0.198166	-0.126661
chr3L	829699	830133	-0.151575	-0.263146	-0.086467
chr3L	830187	831110	0.196082	0.184826	0.150867
chr3L	831221	832003	0.116817	0.100355	0.072909
chr3L	832022	832704	0.039386	0.059266	0.048688
chr3L	832707	833717	-0.170113	-0.235491	-0.164914
chr3L	833725	834358	0.008617	0.012230	0.007392
chr3L	834389	835082	0.304884	0.311910	0.217692
chr3L	835093	835548	0.169750	0.217665	0.094171
chr3L	835557	836019	0.020187	0.019501	0.008709
chr3L	836022	836576	0.279923	0.223516	0.168315
chr3L	836585	837509	-0.001351	-0.005198	-0.000846
chr3L	837526	838675	0.098739	0.141781	0.085832
chr3L	838699	839423	0.086119	0.115302	0.073015
chr3L	839575	840038	0.062505	0.135791	0.096116
chr3L	840046	840667	-0.365835	-1.840531	-0.464162
chr3L	840700	841201	0.034982	0.046027	0.033083
chr3L	841240	841750	-0.212099	-0.661822	-0.215637
chr3L	841771	842411	0.088316	0.097657	0.071892
chr3L	842478	842996	0.105099	0.191132	0.104075
chr3L	843006	843505	0.154438	0.107550	0.067517
chr3L	843640	843973	-0.116834	-0.309556	-0.147536
chr3L	844075	845153	-0.132596	-0.235207	-0.151835
chr3L	845156	845695	-0.126649	-0.253432	-0.048379
chr3L	845764	846582	0.049593	0.134457	0.040586
chr3L	846585	847237	-0.090165	-0.083050	-0.058247
chr3L	847242	847879	0.072474	0.118775	0.063012
chr3L	847938	848537	0.264908	0.314669	0.204657
chr3L	848538	849351	-0.238377	-0.331803	-0.180527
chr3L	849370	850045	-0.243395	-0.435498	-0.190053
chr3L	850105	850906	0.026673	0.037620	0.029224
chr3L	850932	851661	-0.001925	-0.003018	-0.001725
chr3L	851729	852198	-0.107362	-0.219954	-0.133730
chr3L	852207	853085	0.168299	0.264019	0.151710
chr3L	853086	853810	0.017881	0.022746	0.014760
chr3L	853816	854219	-0.103989	-0.370463	-0.092834
chr3L	854242	854808	-0.165307	-0.409196	-0.196076
chr3L	854878	855282	-0.237232	-0.693266	-0.234329
chr3L	855304	855698	-0.163987	-0.156310	-0.113915
chr3L	855705	856022	0.237341	0.295999	0.236565
chr3L	856101	856868	0.055182	0.090615	0.050250
chr3L	856878	857694	-0.203511	-0.317162	-0.125525
chr3L	857706	866534	-0.410950	-1.138718	-0.327355
chr3L	866540	867222	-0.081072	-0.170255	-0.099221
chr3L	867234	867775	0.090309	0.072757	0.058668
chr3L	867808	868286	-0.186490	-0.464965	-0.225500
chr3L	868318	869453	0.135328	0.245141	0.128155
chr3L	869479	870092	0.048576	0.086410	0.059733
chr3L	870122	870925	-0.020842	-0.029667	-0.016583
chr3L	870926	871395	0.259021	0.218544	0.137233
chr3L	871410	872800	0.417216	0.334714	0.174780
chr3L	872801	873951	0.150610	0.094984	0.067451
chr3L	874035	874921	-0.246893	-1.052403	-0.150704
chr3L	874936	876013	-0.232489	-0.687462	-0.176481
chr3L	876115	877143	0.127847	0.062603	0.039245
chr3L	877173	879095	0.413972	0.270505	0.217064
chr3L	879107	879812	-0.225792	-1.019928	-0.342332
chr3L	879842	880904	-0.465158	-1.801254	-0.538024
chr3L	880973	882615	-0.617548	-2.942448	-0.551935
chr3L	882625	883629	-0.102269	-0.070605	-0.031593
chr3L	883639	884409	0.293432	0.423436	0.206831
chr3L	884442	885228	-0.008471	-0.009455	-0.006023
chr3L	885244	886527	0.311320	0.325718	0.274740
chr3L	886622	887246	-0.172000	-0.600135	-0.104081
chr3L	887290	887917	-0.124784	-0.159486	-0.104354
chr3L	887944	888574	-0.173778	-0.524432	-0.132394
chr3L	888714	889528	-0.176649	-2.726866	-0.098818
chr3L	889564	890344	-0.166695	-0.387525	-0.204576
chr3L	890358	891242	0.392587	0.409075	0.331676
chr3L	891244	892013	-0.026811	-0.037786	-0.017717
chr3L	892019	893572	0.352482	0.312854	0.225937
chr3L	893698	894960	-0.229058	-0.308469	-0.165342
chr3L	895008	895928	0.047419	0.065111	0.023356
chr3L	896080	896573	-0.298106	-11.960750	-0.357824
chr3L	896589	897349	-0.002738	-0.006135	-0.004348
chr3L	897362	898352	-0.273561	-0.883334	-0.337802
chr3L	898368	899175	0.228850	0.274717	0.198652
chr3L	899218	899999	0.050184	0.058350	0.033897
chr3L	900021	901500	-0.201979	-0.239477	-0.122765
chr3L	901593	902163	-0.077181	-0.080436	-0.043941
chr3L	902173	902588	0.184642	0.167904	0.139242
chr3L	902590	903023	0.113006	0.129133	0.078095
chr3L	903033	903378	-0.162580	-0.557695	-0.195224
chr3L	903404	903799	-0.365406	-2.628377	-0.377581
chr3L	903818	904915	0.046258	0.112980	0.052444
chr3L	904998	905682	-0.289043	-0.886885	-0.157823
chr3L	905846	906418	0.038463	0.036278	0.020643
chr3L	906419	907257	-0.016938	-0.080237	-0.018402
chr3L	907259	908484	-0.350222	-1.000770	-0.325698
chr3L	908490	909626	-0.120378	-0.271758	-0.097977
chr3L	909669	910383	-0.305896	-0.791056	-0.193407
chr3L	910392	911297	0.138133	0.201184	0.137272
chr3L	911315	912120	0.090913	0.095051	0.064273
chr3L	912167	913326	0.186488	0.314018	0.133289
chr3L	913532	913976	-0.340750	-0.774740	-0.336248
chr3L	913979	915550	0.278522	0.322072	0.146644
chr3L	915616	916506	0.059352	0.232568	0.088189
chr3L	916521	917591	0.026293	0.040774	0.028166
chr3L	917659	918552	-0.085873	-0.109350	-0.077787
chr3L	918597	919374	-0.331460	-1.025171	-0.294844
chr3L	919382	920488	-0.248609	-1.232075	-0.264234
chr3L	920504	921388	0.154042	0.240245	0.144072
chr3L	921567	922086	-0.166585	-0.963254	-0.144920
chr3L	922214	923396	0.456574	0.435327	0.247645
chr3L	923549	924945	-0.033050	-0.062778	-0.007582
chr3L	924963	933884	0.434765	0.225129	0.149701
chr3L	933928	935424	0.413027	0.274312	0.176487
chr3L	935441	936307	0.348405	0.420668	0.276883
chr3L	936495	937386	-0.180022	-0.190854	-0.092994
chr3L	937475	938513	-0.250398	-0.523636	-0.148102
chr3L	938652	941242	-0.068078	-0.124827	-0.048184
chr3L	941253	942595	-0.021632	-0.019131	-0.012062
chr3L	942688	944122	0.054199	0.026418	0.021097
chr3L	944246	945528	0.023695	0.019860	0.014476
chr3L	945557	946605	-0.274123	-0.587669	-0.307509
chr3L	946653	948049	0.137728	0.159577	0.102727
chr3L	948111	949425	0.166739	0.136691	0.103598
chr3L	949547	950834	-0.231819	-0.194402	-0.122278
chr3L	951022	951483	0.104213	0.127027	0.103968
chr3L	951484	952006	-0.104027	-0.288076	-0.146063
chr3L	952009	952992	0.323223	0.281337	0.224020
chr3L	953007	953742	-0.177636	-0.294108	-0.171562
chr3L	953817	955033	0.423165	0.449599	0.423019
chr3L	955080	956336	0.099649	0.211414	0.140161
chr3L	956343	957256	-0.115733	-0.240903	-0.136940
chr3L	957283	958483	0.104964	0.293845	0.151632
chr3L	958509	959285	-0.477437	-0.228305	-0.175950
chr3L	959303	960134	0.056369	0.051593	0.026880
chr3L	960275	961026	-0.364241	-0.235061	-0.165932
chr3L	961069	961710	-0.007753	-0.006408	-0.004920
chr3L	961810	962638	-0.163692	-0.145321	-0.065650
chr3L	962676	963490	-0.322969	-1.266455	-0.376277
chr3L	963594	964287	0.255353	0.478219	0.309918
chr3L	964342	965281	0.136202	0.181103	0.132412
chr3L	965316	965900	0.207257	0.194200	0.150952
chr3L	965901	966709	-0.120042	-0.166233	-0.093119
chr3L	966733	968074	0.360481	0.499135	0.301273
chr3L	968092	968721	0.072768	0.101767	0.069733
chr3L	968797	969337	-0.114573	-0.365795	-0.114361
chr3L	969451	970404	0.056042	0.067954	0.046386
chr3L	970418	971396	-0.127282	-0.363026	-0.108473
chr3L	971407	972139	-0.026699	-0.034352	-0.023318
chr3L	972183	973413	-0.154887	-0.458692	-0.142871
chr3L	973428	974390	-0.102581	-0.146746	-0.093651
chr3L	974398	975783	-0.215598	-0.439757	-0.156346
chr3L	975786	976879	-0.172803	-0.440860	-0.132760
chr3L	976957	978029	0.166851	0.073452	0.050381
chr3L	978034	978798	0.530323	0.403923	0.216889
chr3L	978878	979868	-0.334284	-0.841205	-0.178413
chr3L	979925	981274	-0.224501	-0.413416	-0.182381
chr3L	981276	982079	-0.038697	-0.065575	-0.033305
chr3L	982113	983175	0.036677	0.038988	0.024866
chr3L	983402	984381	0.441878	0.372212	0.319595
chr3L	984398	985697	0.055338	0.028468	0.021532
chr3L	985701	987387	0.218510	0.248381	0.102702
chr3L	987514	988491	-0.263121	-0.439570	-0.225278
chr3L	988507	989452	-0.302573	-1.030553	-0.321752
chr3L	989464	990214	0.201869	0.264686	0.122091
chr3L	990262	990802	0.041868	0.038979	0.026592
chr3L	990853	993013	-0.178404	-0.290789	-0.097931
chr3L	993018	993903	0.163377	0.046308	0.028797
chr3L	993911	994451	-0.139206	-0.561632	-0.183089
chr3L	994455	995099	-0.128653	-0.175139	-0.089679
chr3L	995102	995640	0.194101	0.142430	0.097741
chr3L	995658	996659	0.000185	0.000245	0.000170
chr3L	996687	997429	0.212929	0.230146	0.152458
chr3L	997808	999247	0.018746	0.019030	0.012545
chr3L	999250	1000788	0.180572	0.229576	0.134013
chr3L	1000850	1001506	-0.011064	-0.011038	-0.007295
chr3L	1001688	1002389	-0.018708	-0.016812	-0.012319
chr3L	1002444	1003027	-0.103007	-0.128047	-0.079820
chr3L	1003120	1004052	0.043633	0.058415	0.041740
chr3L	1004157	1005082	0.197841	0.157644	0.109869
chr3L	1005159	1005976	0.160622	0.252048	0.194749
chr3L	1006052	1006916	-0.034774	-0.093110	-0.052005
chr3L	1006989	1007681	-0.066876	-0.211330	-0.114907
chr3L	1007688	1008199	0.210947	0.177630	0.156738
chr3L	1008354	1009136	-0.009861	-0.021024	-0.014734
chr3L	1009158	1009804	0.121488	0.193797	0.125977
chr3L	1009880	1010473	-0.108021	-0.196440	-0.092499
chr3L	1010482	1011149	-0.054641	-0.060559	-0.045516
chr3L	1011163	1012236	-0.029913	-0.040136	-0.026461
chr3L	1012412	1013353	0.258123	0.306770	0.198675
chr3L	1013363	1014315	-0.181383	-0.276105	-0.140546
chr3L	1014317	1015456	0.088908	0.127585	0.088504
chr3L	1015463	1016573	-0.166949	-0.672413	-0.134825
chr3L	1016760	1017851	0.255322	0.163742	0.096163
chr3L	1017883	1018732	-0.308119	-0.547723	-0.266123
chr3L	1018739	1019736	-0.390165	-1.274227	-0.155452
chr3L	1019776	1020501	0.327161	0.119517	0.100553
chr3L	1020529	1021488	-0.317338	-1.616438	-0.250696
chr3L	1021509	1022049	0.267149	0.408912	0.204652
chr3L	1022063	1023067	-0.450037	-0.721392	-0.284126
chr3L	1023132	1023777	-0.054765	-0.152988	-0.039109
chr3L	1023782	1024682	-0.091431	-0.211384	-0.097181
chr3L	1024706	1026191	-0.233192	-0.512663	-0.229547
chr3L	1026200	1027267	-0.119934	6.020857	-0.096654
chr3L	1027339	1028537	-0.034578	-0.087053	-0.050279
chr3L	1028553	1029323	0.108225	0.166304	0.114633
chr3L	1029377	1030135	0.170341	0.234914	0.213999
chr3L	1030167	1031168	0.023729	0.052221	0.022684
chr3L	1031173	1031603	0.168145	0.194017	0.157855
chr3L	1031620	1032043	-0.187151	-1.160117	-0.167606
chr3L	1032154	1032829	-0.071196	-0.155826	-0.080897
chr3L	1032835	1033559	-0.266328	-0.829363	-0.352441
chr3L	1033679	1034283	-0.065034	-0.144611	-0.083647
chr3L	1034339	1035337	0.091358	0.112862	0.085532
chr3L	1035418	1036327	0.156746	0.315036	0.266722
chr3L	1036417	1038122	0.036511	0.032404	0.024796
chr3L	1038186	1039564	0.085936	0.084931	0.074650
chr3L	1039616	1040585	-0.172449	-0.390921	-0.136033
chr3L	1040586	1041421	0.288427	0.303671	0.206663
chr3L	1041482	1042077	-0.141074	-0.233081	-0.120281
chr3L	1042092	1042781	0.166312	0.207188	0.117050
chr3L	1042784	1043465	-0.203558	-0.335523	-0.192062
chr3L	1043681	1044913	0.185595	0.156065	0.121335
chr3L	1044930	1046050	-0.031661	-0.036017	-0.022462
chr3L	1046076	1047076	-0.143834	-0.216973	-0.101591
chr3L	1047092	1055634	-0.124588	-0.187207	-0.118664
chr3L	1055666	1056175	-0.015102	-0.031719	-0.020917
chr3L	1056188	1057440	-0.020074	-0.030078	-0.016506
chr3L	1057471	1058074	0.058714	0.210746	0.090715
chr3L	1058082	1058883	0.181649	0.328243	0.288502
chr3L	1058898	1059538	0.306449	0.414942	0.350388
chr3L	1059550	1060985	-0.018043	-0.056790	-0.013593
chr3L	1060992	1062014	0.103920	0.141393	0.105027
chr3L	1062040	1062837	0.062308	0.123901	0.076327
chr3L	1062853	1064235	0.403327	0.524321	0.413042
chr3L	1064265	1065249	-0.065433	-0.138206	-0.081399
chr3L	1065296	1066265	-0.293536	-1.181437	-0.308388
chr3L	1066266	1067272	-0.141867	-0.989006	-0.114669
chr3L	1067413	1068101	-0.494472	-3.121566	-0.386724
chr3L	1068158	1068775	-0.138914	-0.463580	-0.121859
chr3L	1068802	1069654	-0.011641	-0.013501	-0.008026
chr3L	1069655	1070300	0.079071	0.089565	0.077384
chr3L	1070351	1070963	-0.257128	-2.379150	-0.267114
chr3L	1070984	1071914	-0.216372	-0.324059	-0.188809
chr3L	1072088	1073058	0.250924	0.482175	0.355099
chr3L	1073086	1073769	-0.231361	-0.293733	-0.197799
chr3L	1073936	1074877	-0.067355	-0.105052	-0.058264
chr3L	1074893	1075942	-0.008610	-0.020530	-0.011316
chr3L	1075950	1076908	0.075711	0.124541	0.070657
chr3L	1076926	1078027	-0.183166	-0.237973	-0.104432
chr3L	1078245	1079042	-0.005064	-0.005176	-0.004046
chr3L	1079214	1080084	0.040259	0.078350	0.051491
chr3L	1080099	1080496	-0.042615	-0.049919	-0.035640
chr3L	1080508	1080938	-0.171164	-0.188640	-0.120283
chr3L	1080983	1081843	-0.021306	-0.025048	-0.017937
chr3L	1081855	1082859	-0.013941	-0.050041	-0.023878
chr3L	1082981	1083807	0.210544	0.210778	0.140002
chr3L	1083809	1085191	0.138374	0.090709	0.075061
chr3L	1085210	1085723	0.113550	0.132394	0.096416
chr3L	1085786	1086552	-0.002235	-0.002059	-0.001593
chr3L	1086695	1088055	0.232826	0.335692	0.229069
chr3L	1088081	1089241	0.070971	0.259003	0.129586
chr3L	1089259	1090262	-0.303307	-0.338139	-0.203373
chr3L	1090626	1091090	0.094975	0.138217	0.083897
chr3L	1091105	1092271	0.163474	0.231573	0.174089
chr3L	1092312	1093297	-0.046948	-0.087764	-0.057008
chr3L	1093300	1094360	0.188796	0.272570	0.174125
chr3L	1094371	1095526	0.341814	0.259212	0.226063
chr3L	1095657	1096814	-0.438241	-1.691784	-0.388804
chr3L	1096847	1097858	0.210303	0.187883	0.164649
chr3L	1097926	1098863	-0.003323	-0.002700	-0.001697
chr3L	1098879	1099518	0.139019	0.084273	0.065277
chr3L	1099613	1100262	-0.027517	-0.047244	-0.024583
chr3L	1100361	1101451	0.000420	0.000391	0.000174
chr3L	1101641	1102618	-0.127975	-0.221458	-0.129716
chr3L	1102623	1103831	0.068620	0.074410	0.053981
chr3L	1103834	1105085	-0.116296	-0.190311	-0.093398
chr3L	1105107	1106478	0.082241	0.118554	0.059433
chr3L	1106492	1107761	-0.081501	-0.080633	-0.042272
chr3L	1107836	1108424	-0.111273	-0.398935	-0.134077
chr3L	1108452	1109557	-0.162088	-0.141058	-0.098772
chr3L	1109564	1110757	-0.013568	-0.013302	-0.009938
chr3L	1110762	1111937	0.000542	0.000814	0.000480
chr3L	1111948	1112524	-0.013739	-0.028711	-0.011499
chr3L	1112527	1113644	-0.015269	-0.031029	-0.016927
chr3L	1113668	1114755	0.152963	0.326703	0.155280
chr3L	1114905	1115866	0.103860	0.087688	0.056380
chr3L	1115873	1117075	0.017901	0.018243	0.014620
chr3L	1117079	1117881	-0.181982	-0.295450	-0.148695
chr3L	1118092	1118434	0.165404	0.324002	0.123953
chr3L	1118450	1119527	0.182223	0.215226	0.139161
chr3L	1119580	1120508	-0.185809	-0.223124	-0.139806
chr3L	1120541	1121415	-0.010865	-0.033634	-0.007431
chr3L	1121426	1122252	0.372589	0.332757	0.267135
chr3L	1122385	1123376	-0.131179	-0.139040	-0.099596
chr3L	1123379	1124352	0.250753	0.275069	0.196188
chr3L	1124411	1125327	0.071341	0.107190	0.062615
chr3L	1125515	1126855	-0.039518	-0.093770	-0.031551
chr3L	1126896	1127543	-0.235965	-0.481191	-0.187172
chr3L	1127551	1128729	-0.019276	-0.009851	-0.008318
chr3L	1128736	1129875	-0.200644	-0.225441	-0.147741
chr3L	1129997	1131362	0.524213	0.520982	0.398129
chr3L	1131366	1132310	0.337607	0.240461	0.210527
chr3L	1132324	1133344	-0.381063	-0.896090	-0.330813
chr3L	1133353	1134541	-0.058972	-0.037186	-0.029446
chr3L	1134576	1135420	-0.060183	-0.058952	-0.047929
chr3L	1135425	1136136	0.434871	0.356636	0.263998
chr3L	1136248	1137323	0.223361	0.117235	0.084246
chr3L	1137395	1138139	0.281147	0.237666	0.200838
chr3L	1138222	1138834	-0.283313	-0.419842	-0.257965
chr3L	1138838	1139642	-0.298333	-0.368508	-0.160411
chr3L	1139668	1140310	0.504312	0.686955	0.459289
chr3L	1140313	1141300	0.345145	0.270921	0.152351
chr3L	1141322	1142376	-0.197546	-0.438843	-0.129873
chr3L	1142391	1143377	-0.054599	-0.083897	-0.046119
chr3L	1143384	1144177	0.001716	0.002380	0.001707
chr3L	1144280	1146119	0.349441	0.261141	0.223340
chr3L	1146181	1146889	0.012558	0.008408	0.006356
chr3L	1146897	1148080	0.237086	0.063824	0.051037
chr3L	1148086	1148615	0.137247	0.124016	0.075680
chr3L	1148651	1149504	-0.443163	-1.613881	-0.215951
chr3L	1149599	1150707	0.156212	0.175046	0.125976
chr3L	1150827	1151832	0.164788	0.105619	0.083734
chr3L	1151858	1152730	0.104209	0.159409	0.115606
chr3L	1152823	1154118	0.275933	0.276741	0.235050
chr3L	1154561	1164308	0.385603	0.306414	0.220071
chr3L	1164368	1165415	-0.050737	-0.069891	-0.041740
chr3L	1165702	1166637	0.002965	0.004682	0.002470
chr3L	1166664	1167873	0.284840	0.216817	0.190544
chr3L	1167883	1168475	-0.021321	-0.033883	-0.020749
chr3L	1168685	1169168	0.174456	0.286197	0.219770
chr3L	1169170	1170529	0.021590	0.044046	0.019827
chr3L	1170584	1171414	0.072302	0.064778	0.057238
chr3L	1171469	1172497	0.289964	0.227137	0.146907
chr3L	1172511	1173118	0.109747	0.158429	0.122753
chr3L	1173208	1173637	0.170463	0.142336	0.125359
chr3L	1173646	1174270	0.204993	0.278334	0.143901
chr3L	1174315	1175021	0.108601	0.141149	0.096996
chr3L	1175022	1175992	-0.019904	-0.037133	-0.017055
chr3L	1176006	1176820	-0.243385	-0.345731	-0.165014
chr3L	1176821	1177628	0.159626	0.124753	0.076993
chr3L	1177719	1179184	-0.214893	-0.171103	-0.132654
chr3L	1179186	1179685	0.268527	0.296299	0.267625
chr3L	1179712	1180552	0.261832	0.359657	0.226060
chr3L	1180570	1181927	0.204088	0.251568	0.214065
chr3L	1181999	1182514	-0.205853	-0.427889	-0.175570
chr3L	1182608	1183519	0.028848	0.096138	0.032015
chr3L	1183547	1183984	-0.138194	-1.821890	-0.222698
chr3L	1183987	1185537	0.165758	0.235414	0.172707
chr3L	1185665	1186802	-0.075914	-0.263146	-0.093568
chr3L	1186806	1187864	0.043869	0.082894	0.055932
chr3L	1187867	1188498	0.027851	0.034563	0.024601
chr3L	1188608	1189265	-0.200911	-0.175725	-0.128841
chr3L	1189303	1190135	0.208376	0.255892	0.172002
chr3L	1190147	1190717	0.095428	0.088705	0.064882
chr3L	1190743	1191364	0.346007	0.511319	0.385216
chr3L	1191376	1191956	0.158682	0.242788	0.178979
chr3L	1191959	1193672	0.243284	0.335087	0.264224
chr3L	1193709	1194333	-0.079802	-0.077683	-0.046812
chr3L	1194352	1194855	-0.347904	-7.552150	-0.330661
chr3L	1194861	1195299	0.042189	0.071345	0.049045
chr3L	1195308	1196131	0.144024	0.431719	0.123754
chr3L	1196224	1196899	-0.032395	-0.040096	-0.015210
chr3L	1196905	1197456	-0.118803	-0.362624	-0.116026
chr3L	1197582	1198522	0.552033	0.623287	0.445072
chr3L	1198524	1199469	0.068748	0.137245	0.070777
chr3L	1199478	1200517	0.116677	0.270114	0.099496
chr3L	1200563	1201322	0.520063	0.445311	0.352915
chr3L	1201323	1202223	0.413165	0.474492	0.338650
chr3L	1202232	1203024	-0.143929	-0.249870	-0.134690
chr3L	1203066	1203908	-0.405957	-1.540896	-0.506878
chr3L	1203916	1204628	0.245678	2.537365	0.175609
chr3L	1204645	1205254	-0.165215	-2.453183	-0.300581
chr3L	1205260	1206566	0.354070	0.489695	0.305994
chr3L	1206567	1207691	-0.175322	-0.176544	-0.103219
chr3L	1207723	1208558	0.490156	0.319761	0.262321
chr3L	1208588	1209655	0.214735	0.253863	0.116246
chr3L	1209706	1210592	-0.352233	7.663501	-0.344656
chr3L	1210619	1211198	0.484200	0.583086	0.453598
chr3L	1211399	1212407	0.854467	0.872725	0.637922
chr3L	1212438	1213245	0.255589	0.609272	0.187951
chr3L	1213249	1214163	0.496282	0.646700	0.474587
chr3L	1214167	1214793	0.523723	0.646128	0.456412
chr3L	1214958	1215931	0.240212	0.381598	0.176422
chr3L	1215986	1216894	0.418682	0.575259	0.402621
chr3L	1216918	1218425	0.722287	0.722721	0.510865
chr3L	1218464	1218934	0.581940	0.725158	0.696053
chr3L	1218946	1227479	0.116972	0.177596	0.137393
chr3L	1227499	1228366	0.344234	0.557541	0.405737
chr3L	1228378	1229395	0.053467	0.100243	0.063846
chr3L	1229433	1230461	-0.078858	-0.135348	-0.069153
chr3L	1230489	1231169	-0.106381	-0.209730	-0.087082
chr3L	1231339	1232716	0.537735	0.394044	0.335813
chr3L	1232730	1233256	0.240799	0.345342	0.278806
chr3L	1233302	1233821	0.273833	0.432576	0.381358
chr3L	1233829	1234268	0.133118	0.151641	0.125301
chr3L	1234285	1234612	-0.516628	-2.893676	-0.609865
chr3L	1234631	1235374	0.172054	0.165103	0.122171
chr3L	1235378	1236384	0.137590	0.166401	0.135050
chr3L	1236399	1237137	-0.087417	-0.131296	-0.092986
chr3L	1237139	1237638	0.056490	0.087109	0.060406
chr3L	1237639	1238260	-0.223390	-1.016066	-0.228335
chr3L	1238315	1239121	0.118455	0.105955	0.093307
chr3L	1239122	1239846	0.228951	0.358156	0.306945
chr3L	1239873	1240753	0.092751	0.144952	0.083806
chr3L	1240761	1242300	0.105369	0.175412	0.145192
chr3L	1242332	1243160	-0.004402	-0.005790	-0.004695
chr3L	1243295	1244632	-0.451213	-0.655847	-0.338583
chr3L	1244659	1245341	0.066256	0.221816	0.102793
chr3L	1245353	1245823	0.429163	0.821093	0.704167
chr3L	1245836	1246930	0.455745	0.913928	0.698241
chr3L	1246961	1247928	-0.341413	1.567090	-0.324612
chr3L	1247967	1248825	0.020101	0.033219	0.019828
chr3L	1248839	1249970	-0.044517	-0.171994	-0.088877
chr3L	1249982	1250943	0.152531	0.237199	0.205025
chr3L	1251041	1251828	0.130494	0.176534	0.107472
chr3L	1251850	1252319	-0.241169	-1.150507	-0.234612
chr3L	1252328	1253114	0.069590	0.181268	0.085393
chr3L	1253129	1253832	-0.141124	-0.799022	-0.221461
chr3L	1253848	1254879	0.127445	0.349015	0.206667
chr3L	1254984	1255499	0.000156	0.000269	0.000147
chr3L	1255523	1256181	0.097342	0.159057	0.072112
chr3L	1256303	1256919	0.026661	0.042820	0.025688
chr3L	1256963	1257652	0.156327	0.281013	0.174231
chr3L	1257671	1258115	-0.003644	-0.011619	-0.005326
chr3L	1258151	1258550	0.177807	0.373951	0.311100
chr3L	1258612	1258964	-0.004042	-0.008227	-0.005511
chr3L	1258974	1259668	0.024302	0.068194	0.041649
chr3L	1259695	1260096	0.106822	0.190974	0.114396
chr3L	1260105	1260676	-0.114288	-0.189947	-0.122872
chr3L	1260729	1261295	0.260596	0.290504	0.246856
chr3L	1261305	1262051	0.074578	0.086046	0.070894
chr3L	1262057	1262674	0.140491	0.447135	0.279274
chr3L	1262727	1263330	-0.189907	-0.915154	-0.349584
chr3L	1263332	1263798	0.212338	0.302461	0.258321
chr3L	1263829	1264440	-0.003308	-0.012908	-0.006088
chr3L	1264445	1264760	-0.163051	-2.672762	-0.168458
chr3L	1264803	1265117	-0.290494	1.624511	-0.380059
chr3L	1265157	1265778	0.152662	0.330827	0.170879
chr3L	1265792	1266474	-0.234657	-2.891566	-0.425823
chr3L	1266496	1266953	-0.142369	-0.392747	-0.222702
chr3L	1266957	1267465	-0.021976	-0.073218	-0.021650
chr3L	1267484	1267872	0.235399	0.261882	0.191719
chr3L	1267910	1268391	0.180674	0.248540	0.198766
chr3L	1268446	1269400	0.079828	0.183391	0.106055
chr3L	1269402	1269972	-0.157498	-0.805132	-0.255342
chr3L	1270018	1270544	0.153032	0.261792	0.203267
chr3L	1270657	1270977	0.057838	0.113308	0.082476
chr3L	1271050	1272109	0.124818	0.359586	0.111876
chr3L	1272115	1272637	-0.025203	-0.063980	-0.032310
chr3L	1272658	1273439	0.036446	0.067341	0.028097
chr3L	1273484	1274210	-0.209524	-0.206839	-0.137091
chr3L	1274222	1274968	0.135591	0.155036	0.100093
chr3L	1274991	1275609	0.157993	0.234553	0.125705
chr3L	1275624	1276199	0.008928	0.011237	0.005346
chr3L	1276240	1277291	0.312039	0.367055	0.261156
chr3L	1277314	1277870	-0.010328	-0.013894	-0.009554
chr3L	1277892	1278167	-0.033201	-0.074129	-0.030012
chr3L	1278189	1278622	-0.020384	-0.050538	-0.020458
chr3L	1278624	1279322	0.116493	0.127969	0.090564
chr3L	1279331	1279881	0.133833	0.183574	0.155307
chr3L	1279890	1280550	0.106859	0.188876	0.099737
chr3L	1280562	1281214	0.129868	0.160198	0.116311
chr3L	1281298	1281918	0.166614	0.186231	0.135844
chr3L	1281963	1282597	-0.002161	-0.002724	-0.001621
chr3L	1282646	1283135	-0.063936	-0.162549	-0.036224
chr3L	1283140	1283466	-0.105190	-0.116390	-0.082161
chr3L	1283479	1284449	-0.130310	-0.259595	-0.120956
chr3L	1284472	1285064	0.048874	0.048299	0.027469
chr3L	1285070	1285495	-0.032320	-0.132556	-0.023333
chr3L	1285499	1286088	-0.133142	-0.272451	-0.097089
chr3L	1286100	1286763	0.249259	0.365034	0.314092
chr3L	1286765	1287219	0.330235	0.478736	0.307169
